	01A	01D	01E	01F	01G	02A	02B	02C	02H	02I	02J	02K	02L	02M	02N	02O	03A	03B	03C	03D	03E	03F	03I	04B	04C	05C	05E	05F	05G	06A	07A	07B	07C	07D	08B	09A	10A	10B	10C	11A	11B	12A	12B	13B	13C	13D	14A	15A	16A	16C	16D	16E	16F	16G	16H	17B	17C	17G	17I	20B	20C
Staphylococcus aureus	0.8820451267217237	0.032240571851121516	0.015911106790925993	0.039201080694595616	0.0020902129982150533	0.0005338474181306967	0.0008385709224638001	0.00015671316941670338	0.03518049486487239	7.290499739876051e-05	0.001193328004537533	0.0199673603522458	0.21535281239325543	0.26919180432939815	0.05057129335406666	0.8765568224213093	0.6672027324401351	0.9302077066191914	0.18688075132868187	0.47955911275725865	0.4720736519070583	0.5215993424710518	0.0007726601733545345	0.05928493250638453	0.1755554625278647	0.33451509227659787	0.04729830863643167	0.024866611189975036	0.03864101514531314	0.002070933300607474	0.013452919063708033	0.005187901156780422	0.08101327004694886	0.003809642654976408	0.038053839701060015	0.8197176983225496	0.703321986148609	0.059540521107953576	0.8774630059033729	0.231353591160221	0.8989707925528285	0.9246637110787487	0.8931207102575908	0.00019380277525574165	0.8069673893794116	0.6726265299371486	0.9805972922086924	0.0033702374633238865	0.0013885496085061521	0.029871604506943837	0.7560209743308335	0.24843909467491146	0.010101836325712649	0.013492426484435955	0.0009533595330656865	0.1366952264381885	0.0011356147451725767	0.06251920797295517	0.01688468318025791	0.6383896762648975	0.004176432068436473
Staphylococcus epidermidis	0.03246623415572731	0.0010352477199901404	0.0001093546858482886	2.9886465586731093e-05	1.195407071095232e-05	7.058078845477961e-06	0.0	4.3733907744196296e-06	0.0005195431731099297	4.32563643404265e-06	9.215559411407436e-06	4.941937075774932e-05	0.0017154351108019758	0.00161266979552174	0.0	0.0026166371102513916	0.0020104520501845638	0.0035184486475633354	0.0011334907147501213	0.0601960187451811	0.00789127575624726	0.002908920959541019	1.2979207574347682e-05	0.0011856986501276906	0.0005285135686701343	0.001242503561843544	0.0	0.006167702775466249	0.001391731477691363	3.510056441707583e-05	1.902413782607372e-05	1.8587794682079602e-05	0.00015220402141603477	0.0	0.0	0.0014770247062426585	0.0021598779199436553	0.0	0.0026324338250943756	0.002121152328334649	0.0019614988254613706	0.01786754689783477	0.004313139996078964	0.0	0.03113061957649202	0.002828316242143566	0.0012162332072770884	0.0007683498445797223	1.8150975274590224e-05	0.00821032404576819	0.002362660813365039	0.0006303656120549919	0.0002351642059629463	0.0	0.0	0.005581395348837209	1.838479662172291e-05	0.001185406330947886	0.008535114574635867	0.0006818513888663408	0.0
Staphylococcus hominis	0.000458304067221392	0.0010352477199901404	0.0	9.677522189989116e-06	0.0	8.501776791143907e-06	2.564619464149602e-05	1.6327325557833284e-05	0.00025977158655496487	5.4070455425533136e-06	9.685031305950834e-05	0.0008541109398043045	0.023697517065858195	0.026857154671573593	0.003177608004867825	0.02089093427232446	0.00015396759877588364	0.0007405409606004781	0.011592291061347106	0.03473800674782773	0.0025865848312143797	0.0873482083141957	6.489603787173841e-06	0.0013681138270704122	0.0007325930654833544	0.0004473012822636758	0.001122586439155815	0.006461402907631308	0.0009005321326238232	0.0	7.134051684777646e-06	0.0	5.3735879861435744e-05	0.0	0.0	0.001205655337641645	0.0002699847399929569	0.0	0.0010977809142946758	0.0011345698500394633	0.0002931517938271589	0.00046497566934245073	0.0005287189300006299	1.3200189026706862e-06	0.0065714574847572545	0.0025802183261660603	0.005657015787658095	2.8576470277256057e-06	0.0	0.016857367455672984	0.0010670081092616305	0.00031518280602749595	0.0	0.0	0.0	0.0006364749082007344	2.4041657120714575e-05	0.0009219827018483558	0.020873921514055108	0.0003824140064541383	0.0
Staphylococcus saprophyticus	0.00037586126759374784	0.0	0.0	3.415596067054982e-06	0.0	0.0	0.0	2.478254772171123e-06	0.00010205312328945049	1.3517613856383284e-06	2.0517660576341084e-05	0.0001784197567036893	0.0051786052455058875	0.005706370045692311	0.0010817388952741533	0.004658329542957311	3.1385070828381834e-05	0.00015647707856942676	0.002772535513972642	0.0081393165773822	0.000657606313020605	0.019701694587473107	2.2514951914684757e-06	0.0	0.0002668731881403648	0.001010569563632749	0.0	0.0004895002202750991	0.0	6.578105775940877e-05	0.0	0.0	1.2004824224363305e-05	0.0	0.0	0.0005737523793278569	0.0	0.0	0.00011201846064231385	0.0008385951065509077	4.506725966596147e-05	0.0013494013374316667	0.00030605374303727736	0.0	0.00024666683532775064	0.0	7.314324954300581e-05	6.84049257261817e-05	0.0	0.0	0.0004115602707152003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000171364767043128	0.0
Staphylococcus caprae	0.00010386494441278006	0.0	7.290312389885907e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.7675152453902005e-06	0.0	1.4069571745978455e-06	2.56629446547626e-05	0.0	0.0	2.683075161878868e-05	5.4389834786358045e-05	0.0001286980016997982	0.0003184750373657347	0.1088368837503486	0.007277509864094696	0.001168403155494315	1.337653025519506e-05	0.0013681138270704122	0.0006802649893774005	0.0	0.0	0.0	0.0021285304952926728	0.0	0.0	0.0	4.430351797086458e-06	0.0	0.0	4.2643757923016386e-05	0.0	0.0	0.0001568258448992394	0.0007399368587213891	6.910313148780759e-05	7.724018269605067e-05	6.38720855034318e-05	0.0	8.222227844258355e-05	0.0004134965266291763	4.634420769942517e-05	0.0	0.0	0.0	0.0017376989207975124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020744156010483916	0.0
Staphylococcus capitis	0.00023369612492875515	0.0	4.860208259923938e-05	7.115825139697879e-06	0.0	2.2457523599248056e-06	0.0	2.332475079690469e-06	0.00012060823661480512	3.063992474113544e-06	2.782055671368283e-06	2.1983705853091335e-05	0.001104391549280818	0.0004962060909297661	0.0	0.0006094413581982	0.00012784075970932496	0.0002334848992586503	0.0004829203239552116	0.035412424970972675	0.005217010083296799	0.0024012699333607304	3.9732268084737804e-06	0.0	0.00035059810990989106	0.0003147675690003645	0.0	0.002643301189485535	0.0009005321326238232	0.0	7.609655130429489e-06	0.0	2.6439196208419184e-05	0.0	0.0	0.00025198584227236956	0.00016433853738701725	0.0	0.00024644061341309046	0.0008385951065509077	0.0002751248899607743	0.00048083292539263334	0.00271545074619451	0.0	0.0033205150909504893	0.0005127356930201786	0.0001398386093191351	0.0005306293324607985	0.0	0.0013975019652371387	0.0009298213523565636	0.0	0.0	0.0	0.0	0.013072215422276622	0.0	0.001273214207314396	0.0	0.0004329215167405339	1.344633634396804e-05
Staphylococcus croceilyticus	0.0	0.0008380576780872566	5.46773429241443e-05	0.0	0.0	1.5880677402325413e-05	4.9503119889399295e-05	2.8572819726208245e-05	0.0008164249863156039	1.099432593652507e-05	0.00018431118822814874	0.0016933608944519193	0.0393457188013812	0.05596791200611988	0.006558042052599554	0.043584639522463726	6.769973393347285e-05	0.0008397017160085194	0.021168775345305056	0.061000581457873466	0.004734765453748356	0.14035342180965504	1.483338008496878e-05	0.0020977745348412986	0.0007849211415893084	0.0008117689937377821	0.0	0.0007832003524401586	0.0012279983626688497	0.0	0.0	0.0	3.715778926588642e-06	0.0	0.0	4.6520463188745146e-05	0.0	0.0	0.00017922953702770216	0.0010359116022099447	0.0	0.0	0.0	0.0	0.0	0.0005127356930201786	1.4104758865042442e-05	0.0	0.0	0.0	0.00035058837875739284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Staphylococcus schweitzeri	0.0011146006847296461	0.0	3.948919211188199e-05	6.0342197184638015e-05	3.207189702938427e-06	0.0	0.0	0.0	0.0	0.0	1.7387847946051768e-06	7.210655519813958e-06	7.035186551909058e-05	0.0	0.0	0.00033474556781536353	0.00031237183060080556	0.000397697923285442	6.509709883261873e-05	0.00015675666808233736	0.00043840420868040335	0.00024173858389537554	0.0	0.0	8.372492176952623e-05	0.0008780358503694377	0.0	0.0	0.0	0.0	0.0	0.0	6.045286484411522e-05	0.0	0.0	0.0006008893161879582	0.0014790468364831552	0.0	0.0017474879860200961	0.0004932912391475928	0.0013915052936861628	0.0011437685331680087	0.0010050982343803919	0.0	0.0008411971563741241	0.0004134965266291763	0.0004531657526782922	0.0	0.0	0.0	0.0012041948661666972	0.0002551479858317824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018507394840657824	1.0757069075174433e-05
Staphylococcus xylosus	3.5703574641893145e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2616439599291064e-06	0.0	8.090003753937611e-06	0.0004398097756350694	0.0	0.0	0.00030535950651859497	0.00031352206879870436	0.0003294809497068604	9.39401210846098e-05	0.00023331225016906025	0.000526085050416484	0.00025785448948840057	0.0	0.0	0.0002302435348661971	0.0	0.0	0.0	0.0	0.0	6.658448239125803e-06	0.0	5.2306734120440114e-05	0.0	0.0	0.00037991711604141873	0.0013029698321399225	0.0	0.001254606759193915	0.0004932912391475928	0.0010936321678939984	0.00045423365717942385	0.0004799277535743972	0.0	0.0001644445568851671	0.0002150181938471717	0.00025731110100941717	0.0024790087965519633	0.0	0.0	0.0018291567587342234	0.00031518280602749595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022006843767643806	0.0
Clostridium botulinum	0.00010970734753599895	0.0	0.0	5.408027106170388e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4158866016420745e-05	0.0	0.0	1.788716774585912e-05	0.0	0.0	5.007469140970672e-06	7.291007817783133e-06	0.0017536168347216134	0.0	0.0	0.0	0.0	0.0021371061263708957	0.001721299206705583	0.0023985510793479857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015894491589487925	0.00011738466956215518	0.0	0.0011201846064231385	0.0031570639305445935	0.0002313452662852689	0.001081874082133425	2.3064919765128146e-05	0.0	0.0008728211096212716	0.004449222626529937	1.5313738196331794e-05	0.0	0.0	0.010917984103415145	0.000548747027620267	0.0009605571231314162	0.0	0.0	0.0	0.005826193390452876	0.00016404895447075826	0.0006585590727488256	0.0	0.0	0.0
Pseudomonas sp. CCI1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029468139896675675	0.0028738602766348958	0.0	0.0	0.0	0.0	0.0	8.603389224984097e-05	0.0	0.0	0.0	0.0	0.0018995091626461261	0.0019548722706338425	0.0	0.005139752312888541	0.0	3.12005017040674e-05	0.0	0.0	4.4017688822665454e-05	0.0	0.0	0.0012560525060961191	0.0	0.0	0.0	0.013960142067876874	0.00010859063519512621	2.2507073103484966e-05	0.0003282315505037467	0.0	0.0013345308270296253	0.00931194177968905	3.304543505524229e-05	0.0005522402881079733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014566415784903538	0.0	0.07421838760552928	0.0	0.0
Pseudomonas sp. FDAARGOS_380	0.0	0.0	0.0	0.0	0.0	8.918845086558514e-05	0.00018548759380244796	0.0	0.0	2.8927693652660226e-05	4.3121862906208384e-05	0.0	8.052855046839298e-05	0.0	0.0	0.0	4.0751296154129286e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017791545876024323	0.0	0.0	0.0017622007929903568	0.0	0.0	0.0	0.0	1.1290251353865488e-05	0.0	0.0	8.916422111176154e-05	0.0	0.0	0.0	0.002861089187056038	0.0	0.0	4.9678288724891395e-05	0.0	0.0	0.0011081706913661925	0.0	0.0005472394058094536	0.0	0.0030570355489562408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021245013452082753	0.0	0.0
Pseudomonas sp. FJ2-5-13	0.0	0.0	0.0	0.0	0.0	6.09561354836733e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.7432802906815192e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001282557221783741	0.0	6.138292664586808e-06	0.0	0.0	0.0	0.0002480979159775058	0.0	0.0003300582317023075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006215789961963076	0.0	0.0
Pseudomonas sp. CFSAN084952	0.0	0.0	0.000704730197688971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001438009829792732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.501005046742355e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.005623520126282557	0.0	0.0	7.629165768465464e-05	0.0	0.0	0.0014885874958650348	0.0	3.2862940818844466e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026440300584469802	0.0	0.0
Pseudomonas sp. FP215	0.0	0.0	0.0	0.0	0.0	9.945474736809855e-06	0.0	0.0	0.0	7.479746333865417e-06	0.0	0.0	0.00010486410143411614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.092017559642359e-05	0.0	0.0	1.686391974374845e-05	0.0	0.0	0.00010854774744040535	0.0	0.0	0.0	0.0016771902131018153	0.0	0.0	6.919475929538445e-05	0.0	0.0	0.0023486602712537216	0.0	0.00010501852826891601	1.7394684638148965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5254883991933314e-05	0.0	0.026811392522497448	0.0	0.0
Pseudomonas aeruginosa	0.05924456429304975	0.49563717032289867	0.7585296654961665	0.5782199962656149	0.6915091693553607	0.8203175140932991	0.9232689713251687	0.0012687206636591345	0.02317533654336794	0.14320497037254454	0.09151485191726236	0.0003582464705819764	0.0027755802037814793	0.2570347551016189	0.23101886282198633	0.0005608904743165824	0.26289088380359454	0.0012915512574955157	0.00017466052363705704	0.0007367563399869856	0.09763261727312582	0.0167363679583565	0.034945324425888595	0.5110361182050347	0.46846186853094157	0.308323117192936	0.33834755276156264	0.29257428165842675	0.42275890298812935	0.9750830193349509	0.5740057985572093	0.2773275136060274	0.034900596482557916	0.6372285188782126	0.6215968885838481	0.04789281685281313	0.05513557929334429	0.0067107200328688325	0.007718071938255425	0.019337016574585635	0.027544250683842014	0.0006041103030730851	0.001147036202165796	3.288047084834255e-05	0.006350089812027222	0.007988752894475686	0.00014568200942036694	0.006340940151583887	0.9846344431394229	0.035898331732029	0.01702640082921773	0.3530647775709912	0.964479980368901	0.8585649331432107	0.11883626579663782	0.5759608323133415	0.974159461240606	0.0544847872854195	0.041098432136561835	0.31180811475306336	0.9754160632623232
Pseudomonas putida	0.0001869568999430041	0.0	0.0006439775944399218	0.0002681242912638161	0.0007268658117659544	0.00027831288174782413	0.0003244541833714845	0.0	0.0	9.543435382606598e-05	9.302498651137695e-05	0.0	4.468892086432798e-05	0.0007443091363946492	0.0	0.0	0.00010943694854294398	0.0	0.0	0.0	0.0	0.0	5.5757616212248716e-05	0.0	0.000659333758935019	0.0032139425466353004	0.0	0.002937001321650595	0.0	0.0004305669235161301	0.0006525279274343286	0.00035555114955977907	4.6018492860059336e-05	0.0007279283971649676	0.0	0.0004225608739644351	0.0	0.0	0.0	0.0038476716653512233	3.176168776458237e-05	1.2788109717889185e-05	0.0	4.800068736984313e-06	0.0005692311584486554	0.0026463777704267286	2.8209517730084886e-06	0.0287707902751414	0.00045074921931899056	0.00821032404576819	0.0	0.0003602089211742811	0.00033740951290335775	0.0005649869514918346	0.0	0.0	0.0010083353839452642	0.0	0.0	0.0001966185221863258	0.0006534919463168468
Pseudomonas tolaasii	0.0	0.0	0.0	7.115825139697879e-06	9.621569108815282e-06	8.983009439699223e-06	9.54277009916131e-06	0.0	0.0	3.965166731205763e-06	0.0	1.4069571745978455e-06	0.0	0.0	0.0	0.0	2.136156653240648e-06	0.0	0.0	0.0	0.0	0.0	2.172030655299e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.3000209043361417e-05	1.0463275804340547e-05	6.195931560693201e-06	0.0	1.2659624298521176e-05	0.0	0.0	0.0	0.0	0.0	0.001430544593528019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012130711632695197	8.319197000853852e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2186454967547266e-05
Pseudomonas fluorescens	1.2333962149017632e-05	0.0	0.00013061809698545581	0.000127515586503386	0.00013936697072768802	0.00014838006663788896	0.0001616306685545447	0.0	0.0	4.208483780620662e-05	1.5649063151446592e-05	0.0	1.28314723273813e-05	0.0	0.0	0.0	4.732408585640821e-05	0.0	0.0	0.0	0.0	0.0	1.0065507914800243e-05	0.0	0.0002668731881403648	0.00023193399821079487	0.0	0.0	0.0	0.0001679627008402295	0.0002682403433476395	0.00013154439313471718	1.5148944854553694e-05	0.0002640435925120131	0.0	5.8150578985931434e-05	0.0	0.0	0.0	0.0009372533543804262	1.244714790774174e-05	0.0	1.6855133674516725e-05	1.8000257763691175e-06	0.0003162395324714752	0.0008766126364538538	4.634420769942517e-06	0.01324001448827043	0.0001762157182908134	0.0023582845663376716	0.0	0.0	0.0002351642059629463	0.00033630175684037775	0.0	0.0	0.00018243375109248117	0.0	0.0019482326746451434	0.0001930108428801547	0.00039196070442666837
Pseudomonas azotoformans	0.0	0.0	0.0	1.3947017273807842e-05	1.224563341121945e-05	1.4116157690955922e-05	1.610342454233471e-05	0.0	0.0	5.1366932654256475e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.79343562346854e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.054033028851104e-05	3.2341034304325325e-05	1.1438642881279756e-05	0.0	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0009372533543804262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001237718368883653	1.5125812728825186e-05	0.0024456284391649926	0.0	0.0	0.0	0.0	0.0	0.0	2.1213226871218743e-05	0.0	0.0	0.0	9.412435440777629e-05
Pseudomonas kermanshahensis	0.0	0.0	0.0	4.838761094994558e-06	6.414379405876854e-06	1.042670738536517e-05	8.349923836766146e-06	0.0	0.0	3.244227325531988e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.580137968618536e-06	1.854853438042188e-05	0.0	0.0	1.9893695326247562e-05	0.0	0.0	0.0	0.0	0.0	0.0030090765588003158	0.0	0.0	0.0	2.4000343684921567e-06	0.0	0.0	0.0	0.0002918372027064775	1.0588068910177629e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42881576771185e-05
Pseudomonas lurida	0.0	0.0	0.0	9.677522189989116e-06	8.746881008013893e-06	1.2832870628141748e-05	1.0139193230358891e-05	0.0	0.0	3.7849318797873193e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.286394851139459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0140163053821905e-05	1.6646120597814507e-05	5.2427113205865544e-06	0.0	1.8989436447781762e-05	0.0	0.0	0.0	0.0	0.0	0.0007399368587213891	0.0	0.0	0.0	0.0	0.0	0.00018193847171683758	0.0	0.0004336479364573607	1.0588068910177629e-05	0.004279849768538737	0.0	0.0	0.0	0.0	0.0	0.0	1.4142151247479162e-05	0.0	0.0	0.0	2.4875722236340874e-05
Pseudomonas helleri	0.0	0.0	0.0	5.408027106170388e-06	1.0204694509349542e-05	8.983009439699223e-06	1.0139193230358891e-05	0.0	0.0	2.7936401969858785e-06	0.0	0.0	4.867110193144631e-06	0.0	0.0	0.0	2.136156653240648e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003147675690003645	0.0	0.0006853003083851387	0.0	1.430022994769756e-05	1.4743706815207135e-05	6.672541680746524e-06	0.0	1.6276659812384367e-05	0.0	6.20272842516602e-05	0.0	0.0	0.0	0.000542620363062352	1.931453985684063e-05	0.0	1.1532459882564073e-05	0.0	0.0001517949755863081	0.0006450545815415151	2.0149655521489204e-06	0.0009242702105300007	9.83177827373637e-06	0.004105162022884095	0.0	0.0	0.0	0.0	0.0	0.0	1.5556366372227076e-05	0.0	0.0	0.0	2.622035587073768e-05
Pseudomonas qingdaonensis	0.0	0.0	0.0	0.0	4.665003204274076e-06	5.935202665515558e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.768014676570067e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.1440183958158047e-05	1.712172404346635e-05	1.0008812521119786e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013318863456985004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024665065908056633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.680792042996005e-05
Stutzerimonas stutzeri	0.0	0.0	0.0	9.3928891844012e-06	1.137094531041806e-05	2.374081066206223e-05	3.0417579691076676e-05	0.0	0.0	1.0093151679432852e-05	3.129812630289318e-06	0.0	0.0	0.0	0.0	0.0	1.3309899147114808e-05	0.0	0.0	0.0	0.0	0.00014504315033722533	6.754485574405426e-06	0.0	0.0	0.0002816341406845366	0.0	0.0031328014097606344	0.0	2.5480409724988377e-05	1.3792499923903448e-05	6.195931560693201e-06	0.0	2.8032025232439746e-05	0.0	5.4273873720202674e-05	0.0	0.0	0.00016802769096347078	0.00404498816101026	1.5451631885472503e-05	1.6368780438898155e-05	5.588807481550282e-05	0.0	0.0	0.0004961958319550116	0.0	0.0005384878617870439	0.0	0.0014848458380644597	0.0	0.0	0.0	0.0	0.0	0.0	3.818380836819374e-05	0.0	0.0	0.0	0.0
Klebsiella oxytoca	0.0	0.0	0.002174943196315962	0.00029744149083937133	0.00023587422451610797	0.0003713511938018518	0.001245331497940551	0.00019738570361880594	0.020104465288021747	0.48027207892700424	0.004292190265482879	0.00019248932844966773	0.0007167925920813002	0.006243926644199558	0.1437360557095531	0.00042418140654465914	0.0	0.0	0.0	0.0012332739723780169	0.0006137658921525647	0.0	1.4568498297737195e-06	0.0	0.0	0.0	0.0	0.0008811003964951784	0.05517805976258698	0.002868106119146396	0.0	0.0002621355660293277	6.859899556779031e-06	0.0	0.0	0.0	0.0	0.0	0.0005376886110831065	0.026785714285714284	0.0	1.8926402382475994e-05	0.0	9.444135240016637e-05	0.0	0.007128680119087	0.0	1.1073382232436722e-05	0.0	0.0	0.00966404487531248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klebsiella variicola	1.428142985675726e-05	0.0	0.0025242706649979954	0.004530788182948433	0.0036728153352650335	0.0001538340366548492	0.00031729710579711355	0.00021429614794656182	0.00036182470984441535	0.001807755559726991	9.006905236054816e-05	0.00022159575499916065	0.0060869849933718806	0.0	0.0	0.0	4.173721460947113e-05	0.0	7.611353094275421e-06	1.0207410944896385e-05	0.0	0.0	6.237966089303835e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.2220196500759732e-05	0.0	0.0005090196082169491	2.4295477596925734e-06	0.0	0.0	0.0	0.0	0.004211319204300339	0.0	0.0019238358326756117	0.0	0.0	0.0	0.0031985258028894973	0.0	0.0	0.0	0.00022896896809651416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Escherichia coli	5.387993991412966e-05	0.07784076904116342	0.0009325524598729055	0.00030882681106288797	0.0003589136840288367	0.0010394625208794816	0.009704400767715855	0.0018245786310878693	0.019111766725115272	0.11163260062759578	0.7806860305855723	0.0014023845637804026	0.0012645637210915777	0.02015837244402175	0.1380569265093638	0.00039096238073092076	0.00013983610091598396	7.032677688513563e-05	0.0001512255680573143	0.0003321054061000217	0.14432266549758876	0.00023368063109886303	0.003719867378986769	0.045238963881794964	0.016425783089658925	0.011182532056591896	0.002843885645861398	0.0010279504625777083	0.01244371674171101	5.304085289691458e-05	0.0004294699114236143	0.003507373873472405	0.0003354205054116747	0.0027046383054912023	0.0	0.005698756740621281	0.002512031928630121	0.030437908720512205	0.0	0.013466850828729282	0.00019014091459067554	1.3299634106604751e-05	9.580812825514769e-05	0.03248410517238607	0.0011890606420927466	0.008203771088322858	0.00012815180911667135	0.0001407391161154861	0.0	0.0	0.002774221084080239	0.007834544035540613	0.0	0.0017891253463908096	0.0	0.014981640146878824	0.0012699651820236287	0.0025903323528120473	0.28917339270804343	0.0	2.3531088601944072e-05
Serratia marcescens	5.063416040123028e-05	0.05807246734039931	0.00043134348306824946	0.0009555129997586312	0.0003627039991323094	0.02690122587600784	0.01171076818106452	0.838717511902183	0.03579281360460909	0.03527971052120044	0.07259009209125908	0.9290781906776953	0.0013902236569873119	0.014617404428639362	0.2727334189709959	0.0007998119292077007	0.011332968324411866	0.021323078751573122	0.04211121308543824	0.022850018500932337	0.06023673827268742	0.05432671775408739	0.6351527533534697	0.026450200656694636	0.02673441408253184	0.03561843543951493	0.15476725041161501	0.12066180429781194	0.16234138354482194	0.0009854158454867955	0.0009654749946732414	0.0009341558353045134	0.6896714351067079	0.0008427692747301239	0.19049797910470526	0.0015584355168229624	0.0005282310130296983	0.002739069401170952	0.00793090701347582	0.0024664561957379637	1.4593207891835143e-05	0.000398477498809427	0.0002581496789097035	6.840097950202647e-05	0.0027323095605535455	0.0006450545815415151	7.052379432521221e-06	0.00015449154243641556	3.70582411856217e-05	0.05764695606603197	0.0008078775684409487	0.0008104700726421324	0.009232751216719152	0.005031074282332051	0.002542292088175164	0.004944920440636475	0.0003945660198046686	0.045396672081485706	0.20706930141942667	0.0	0.0
